uid,name,url,movie_name,rating,comment
murryto,苦饮料,https://www.douban.com/people/murryto/,矿民、马夫、尘肺病,力荐,导演亲自关注，发私信，给资源。我们的纪录片被逼成什么样了？ 片子没有炫技，导演隐在镜头后面，隐在被记录者亲人的身份中，诚实而勇敢地记录，不愿多说，希望大家亲自一看。
mianhuasha,蒋能杰,https://www.douban.com/people/mianhuasha/,矿民、马夫、尘肺病,推荐,我的新片，拍摄的是我父母家人，老家亲戚很多得尘肺病。本片没法公开放映和传播，也就私下分享下下载链接。希望重视尘肺病职业预防，提高尘肺病患者治疗报销比例，不要这么多家庭因病致贫。如想看，学术交流也好，爱好者想看也好，想看就联系我微-、信吧！— 363525874  谢谢！
58287928,木兰,https://www.douban.com/people/58287928/,矿民、马夫、尘肺病,力荐,我们没想说坏话，我们只是想说真话。
195758690,鲸歌,https://www.douban.com/people/195758690/,矿民、马夫、尘肺病,力荐,其实这部纪录片的短暂爆红也反应出了中国独立纪录片的问题，没人看、难上映、没钱赚。这本身就是一种艺术，电影是艺术，拍电影也是。中国当代纪录片中亦有像本片导演一直坚持的，希望中国当代纪录片长久存在。
95224564,更南的南方,https://www.douban.com/people/95224564/,矿民、马夫、尘肺病,推荐,脱贫指数沦为政绩，中国梦与他们无关。
174417960,光炎夏沫,https://www.douban.com/people/174417960/,矿民、马夫、尘肺病,力荐,9.0.政府一边以合法之名烧矿工住所，一边花钱掩盖矿难之实.一边是广播里义正词严的精准扶贫，一边是晚期尘肺病，无儿无女，连上楼都困难的工人拿不到一年950的低保.更可笑的是，广电一边拍着声势浩大的《人民的名义》来彰显自己反腐败的决心，却容不下一部纪录片对地方政府无所作为现实的朴素呈现.SHAME ON YOU！
56922790,哼哼.floweray,https://www.douban.com/people/56922790/,矿民、马夫、尘肺病,推荐,中国最真实的电影，叫“纪录片”
38643913,RK正转,https://www.douban.com/people/38643913/,矿民、马夫、尘肺病,推荐,十年前收保护费式的整顿。十年后叫不来的救护车。
190988896,一阙词,https://www.douban.com/people/190988896/,矿民、马夫、尘肺病,力荐,我是湖南人。故事发生的地点就在我老家附近。主人公的乡音都很熟悉，像家乡话一样。很感激导演，如果没有这部片子，我都不知道还有这样的事情。家乡以前是贫困县，但可能是小孩，也可能自己家还行，我一直没有发现“贫困”的迹象，大家都生活的可可，只有邻居隔壁家隔三差五为了钱大声吵闹，让我有所感觉，但这种感觉还是太远了。人间的悲喜并不相同。但这部电影让我知道：这是真实的。而且它离我很近。从乡音，到熟悉的建筑服饰、差不多的山峦。恐怕以后开车路过这些房子，我都会想象他们的故事
163861255,晏昕,https://www.douban.com/people/163861255/,矿民、马夫、尘肺病,力荐,"从小过得安康的我们很难想象出社会的另一面是怎样的。我上大学时选择了纪录片方向，之后“被逼着”去农村接触各职业的村民，拍人物纪录片。
社会的另一面震撼了我，我有时同情，因为他们物质生活落后；我有时羡慕，因为它们精神纯朴，对生活充满希望。
本片最后的葬礼，我甚至在拍片中经历过差不多一样的，类似的窘境与哀嚎，类似的全村一起帮忙办后事，除了难过与无力，我还感受到人性中最洁白最纯净的安灵。"
188499573,弥生,https://www.douban.com/people/188499573/,矿民、马夫、尘肺病,力荐,假炸药与元宵烟火，矿井尘与险山雪，荒诞讽刺的村民广播，矿民的揶揄抱怨和伤感的黄段子。顽疾难愈，寿宴强欢。电力网络是偏僻乡村向外延伸的一条生命血脉:看直播，识明星，玩王者荣耀，语音视频聊天。而停电间接导致了一场死亡。肺是人体呼吸与造血的器官，肺痨，尘肺，肺炎，近现代史也是人血馒头的历史。
wanjianhen,丸剑痕,https://www.douban.com/people/wanjianhen/,矿民、马夫、尘肺病,还行,"蒋能杰导演的镜头语言简单直接，有周浩导演的闯入式记录风格。以矿工群像职业展开，以村落家庭命运为落脚点，从大山至乡村，聚焦的始终是人的日常。结尾近距离呈现赵品凤葬礼，颇为唏嘘，但又无力于这只是600万患者的微小缩影。能够体会当下叙事语境上的难度，作为观众有三点建议：1、锤炼影像语言，可以用多点更客观的镜头和视角，做一些蒙太奇表达来提升纪录片本身的影像艺术体验；2、如果影片开始便聚焦赵品凤一家，叙事更凝练集中，主线和故事弧更清晰；3、关于主题的升华，虽然是以小见大，以个体无常的命运拷问社会问题，但“拷问”力度、深度、高度可以再适当强化。
跨越十年的纪录不容易，对蒋导表示尊重敬佩。"
121996465,momo,https://www.douban.com/people/121996465/,矿民、马夫、尘肺病,力荐,是什么原因让一位导演发自己电影的网盘链接。
WZX775183446,王兆鑫,https://www.douban.com/people/WZX775183446/,矿民、马夫、尘肺病,推荐,"《矿民，马夫，尘肺病》时间跨度长达10年
片中的马夫作为关键的线索来串联三个群体
做过矿民，患过肺结核，
当过马夫和超市老板，
他经历并见证了这个小小的产业链
对于这些人的生存有多重要
假炸药毒性，各类肺病和矿难在透支着生命
马夫，矿民，尘肺病
蒋叔，牵牛，赵品凤
导演跟随着自己当过马夫的父亲开始纪录，
来到矿民们赖以生存的非法开采的矿洞，
同吃住，共生活，当马夫，这份纪录弥足珍贵。
尘肺病部分占了篇幅的一半，
能看到呈现和社会意义，
村民的聊天广播等都可以看出。
此片最后的落点明确，指向清晰，
然而现实已经做出了回答，不会解决！
也不会再做出回答。
希望导演创作一切顺利，生活健康幸福。"
gowiththesyn,嘉木,https://www.douban.com/people/gowiththesyn/,矿民、马夫、尘肺病,力荐,"特别惊喜，纪录片用长达10年的时间跨度，记录了三个群体：矿民在山上的挖矿生活，马夫为了家庭的奔波、努力和患病，尘肺病患者的日常和死亡。

片子第一部分，导演还很生涩，拍摄粗糙，但却最珍贵的，他是跟着自己的父亲下矿的，工友们对矿难的争论，黄色段子，毒炸药，跟管理者的微妙关系，两只小狗争夺一只死老鼠，全都呈现在了眼前。恐惧与欲望，真实得赤裸裸，却不猎奇。真的太珍贵了。（微信里导演嘱咐，不要在朋友圈和微信群传播，应该也是因为这部分内容。）

最后一部分跟前面没有特别连贯的主人公线条，但脉络是一致的，也正好反应了这个群体的飘零和变迁。片子看起来不是潜心创作，有点像一个纪录片工作者形成职业习惯后的习作，但正因为如此，倒更显得平实自然。"
77351431,偏执狂,https://www.douban.com/people/77351431/,矿民、马夫、尘肺病,,底层都是被主流媒体抛弃的人，没有时间矫情，就是生存和苦难，也从未指望过正负。给个低保，发个农业补助，就是破天荒的恩赐了。
130021727,赵小赵,https://www.douban.com/people/130021727/,矿民、马夫、尘肺病,推荐,"很少看这种粗粝的真实，因为实在是太无力了
回到自己的生活，费力营造的岁月静好小清新又算什么呢"
flowermumu,欢乐分裂,https://www.douban.com/people/flowermumu/,矿民、马夫、尘肺病,还行,粗粝却富有力道，以十年时光的厚重记录民生艰难，每个时代都需要这样的记录；创作需要态度与操守，而我们需要直面真相的勇气。
152897871,无法停止幻想,https://www.douban.com/people/152897871/,矿民、马夫、尘肺病,力荐,"1.旷工会看美国之音。
2.出矿难上面就出封口费并且大多数都被矿老板吞了。
3.尘肺病引起的肺结核不给报销。
4.上面说扶贫下面不落实。
5.当地低保一年950元/人。
6.没有新闻记者会报道。
7.病危叫不来救护车。
8.这种片子拿不到龙标是整个社会的悲哀。
9.Fuck you government！"
jeffersontang,大觉老狗,https://www.douban.com/people/jeffersontang/,矿民、马夫、尘肺病,力荐,片尾二维码打了10￥。逗娘删很多了，不希望这种良心制作只能是《plastic王国》那样的命运，哪怕单从纪录片成片质感来看，它也值得你花这钱。——一个多年白嫖者的呼吁。
179893571,雲-setsuna,https://www.douban.com/people/179893571/,矿民、马夫、尘肺病,推荐,我之所以讨厌那些宏大叙事，是因为其掩盖了多少个体的命运沉浮，只把赞歌献给那空虚的概念。纪录片的后半段，这种割裂感随处可见：村民间的闲谈、广播里的宣传与尘肺病人的处境、学校黑板上的“家是最小国，国是千万家”。正是这种割裂感使舆论空间不断缩小，使人们变得只谈立场不分事实，甚至，为弱势群体发声也成为一件需要勇气的事，感谢导演及其他工作人员的付出，中国应该有这样的纪录片，也需要这样的纪录片。
Invisible___,無 念。,https://www.douban.com/people/Invisible___/,矿民、马夫、尘肺病,还行,前半部分确实有点散，感觉素材的选择也有点不知如何取舍似的，到了后半部分聚焦个人时，所有的情绪、张力全都立住了。生离死别的场景离每个人是如此近，但凡在农村生活过的人对片尾的送葬场景都不会感到陌生。是很粗糙，甚至也很仓促，不过对于导演的创作目的来说，也已足够。最重要的是，它让我开始反思。我以前总觉得纪录片也要讲故事，虽然现在也还是会这么觉得，但是看得稍微多了点之后也开始转变观念，如果只是平静地记录也很好了，毕竟好的题材也是可遇不可求。而生活嘛，能讲出来的，都是故事；而那些更多的事故，怕是想讲都没有机会了。
luzhiyu,陆支羽,https://www.douban.com/people/luzhiyu/,矿民、马夫、尘肺病,推荐,4.0。蒋导如此不动声色地拍了十年，无论说什么都比不上他的身体力行。
134002125,乍暖,https://www.douban.com/people/134002125/,矿民、马夫、尘肺病,还行,6/10。仍有人在关注百姓的声音，这点就值得泪目。寿像即遗像。前半段入不了戏，缺少一个吸引人的主线；后半段的死亡过程，其实可以更给人沉浸感。反讽的广播出现时觉得有些刻意，现在回想倒觉得是人家的日常。
158133392,Litte bai,https://www.douban.com/people/158133392/,矿民、马夫、尘肺病,推荐,“他那官职太小了，没办法。新闻记者太少了，新闻记者来农村采访就好了，来农村也没用，采访不会登报，还是没用，不让报道，得他们同意才可以，不同意还是没用，要开会批准才行，政府只能说好话，不能说坏话。”
63920700,"Bind, Torture",https://www.douban.com/people/63920700/,矿民、马夫、尘肺病,力荐,尽绵薄之力支持了下导演，记录了一个在报道中看不到的世界。
156617867,杨浦小囡,https://www.douban.com/people/156617867/,矿民、马夫、尘肺病,力荐,非常质朴感人的写实纪录片，从片中朴实无华的镜头中能看出当地人生活的疾苦与贫穷，为了生活与生计不得不牺牲自己的健康来换回一时的安宁，当得知自己患病时，医疗费用不能按规定报销，也不能见于报端，只能也从村民的话语中透露了些许的无奈与伤感，也从侧面反映出了现有的医疗制度的漏洞与弊端，故事的结尾更是让人唏嘘不已，底层人民的生死仿佛就像星辰那般如此渺小，如此不为人所知，也仿佛是我国千千万万肺尘病患者的缩影，我想导演拍这部作品的用意是希望能唤醒社会对这类人群的关注，由此希望此类的悲剧不再重演与发生
kururugifox,襲狐,https://www.douban.com/people/kururugifox/,矿民、马夫、尘肺病,推荐,选材很好，前半部分叙述结构感觉有点散，但是也不是不可以。非常朴素的记录模式，看完五味杂陈，其实这群人活的比我们明白，甚至比我们更坦率的面对人与人之间的感情。最后葬礼真是大哭，盖棺材盖子很多人压着盖子按了很久很久，嚎哭，然后才贴上白条，一群人抬着跟着上山，一场又短暂又漫长的告别。
63090822,書崎,https://www.douban.com/people/63090822/,矿民、马夫、尘肺病,推荐,中国底层老百姓，各个都苦得明明白白。
142025904,ONE,https://www.douban.com/people/142025904/,矿民、马夫、尘肺病,推荐,"又想到了娄烨那条微博""不要害怕电影！电影没那么可怕，也没那么重要。如果一个国家一个政体因为电影而感到恐惧，那绝对不是因为电影太强，而是因为他们自己太脆弱了。""  "
zWalle,WALL•E,https://www.douban.com/people/zWalle/,矿民、马夫、尘肺病,很差,"非！法！盗！采！的！矿！
不交税，也不知道交不交医保。你们知道什么叫国有资产流失吗？在国企央企这是一条高压线，谁碰谁死！
矿工的收入本身就高于其他合法矿场，然后得病了不起诉私人老板，要求国家提供兜底？你说这个纪录片到底是几个意思。
去看看中国国有煤矿什么时候实现机械化规模化的？
"
183582809,風陳噗噗Adler,https://www.douban.com/people/183582809/,矿民、马夫、尘肺病,力荐,甚至连一点调色都没看出来的镜头...着实真实到灰的记录。刚开始会因为在我看来有伤大雅的黄段子皱眉，中段错愕于尘肺病赤裸的影像和仿似真的所有人都明白的谎言，难以忘怀结尾不明所以的生人对死者的闹剧。曾只言片语听过那个地方的人们的生活原来竟是真的，面对中国的土地上的人民，我想我还是太多了一点高傲、故而带着幸运者对不幸者的愧怍。
65569388,大海里的针,https://www.douban.com/people/65569388/,矿民、马夫、尘肺病,较差,一个合格的纪录片应该有多方视角，我不知道导演有没有能力和渠道去采访那些“搞整顿的”，或者至少采访一下相关领域的专家记者？这也是独立纪录片很难客观的原因，有选择的真相不是真正的真相，煽动情绪倒是一把好手。
yellowmoonbird,晚不安,https://www.douban.com/people/yellowmoonbird/,矿民、马夫、尘肺病,推荐,3.5。会想起赵德胤的《翡翠之城》和于广义的《木帮》，但相较这两部的紧致，本片前半部（矿民、马夫）素材组织太过松散（从片名明示的结构也可以看出），以至于不得不借助大量字幕来补全叙事。群像并非不可取，只是没能铺开更广阔的生活图景，未免令人遗憾。后半部（尘肺）终于跟住了人物，力量也慢慢绽开。最令我印象深刻的是，你在他们的生活中看不到太多对苦难的控诉，都是平常的微笑与眼泪，而生命就在这种平淡中悄然逝去了，作为一个早已被亲友接受的必然的结局。导演平视的眼光，令我肃然起敬。
178307031,唱大鼓的,https://www.douban.com/people/178307031/,矿民、马夫、尘肺病,力荐,上楼梯时响起“精准扶贫”的广播，新闻与现实仿佛是两个平行世界。
veverlee,内陆飞鱼,https://www.douban.com/people/veverlee/,矿民、马夫、尘肺病,推荐,没有猎奇，挺朴实的片子，很真实的生活。活着，矿工谋生不易，导演创作也不易，一路跟拍千辛万苦，免费送片不辞辛劳，荐一个吧！
libramao,天籁💤,https://www.douban.com/people/libramao/,矿民、马夫、尘肺病,推荐,"百度百科“尘肺病”词条里有这么冷冰冰的一句：“权威机构报告国内尘肺病累积病例及可疑尘肺病例近百万，每年尘肺病给国家造成的直接经济损失达80亿元，同时在国内外还造成不良的政治影响。” 而这个数字据民间机构统计是600万。
短评区里有人说“这就发生在我家乡附近，感激导演，不然都不知道还有这样的事。” 讨论区里甚至惊现比“何不食肉糜”更令人心塞的质问：“为什么要去挖矿？送外卖不好吗？国家好的一面不拍，专传播这种负能量。” 正因如此，这样的事更应该被拍出来。中国电影里越来越难寻觅的人道精神，在纪录片中尚存。"
131059600,五花儿🏌,https://www.douban.com/people/131059600/,矿民、马夫、尘肺病,推荐,"我第一次点开的时候简介处还有网盘链接，主创不容易。不知有没有试过投b站，过审问题可以联系大v联合投稿，创作激励多多少少也能增收。实在过不了的话，找些影视区up推广，效果也许更好一些。
回到本片，前半段的剪辑逻辑我没太懂。后段生生看着一个尘肺病人走向死亡，绝望。气喘吸氧是常态，不知怀着何种心情说我还算活得久的了。村民三五成群调侃着扶贫，笑着说问卷都是打10分，只留一项打9分，接到电话或许会有200块奖励。心情复杂
“开胸验肺”过去十五年了，事情有在变好吗？"
skeletongilr,は,https://www.douban.com/people/skeletongilr/,矿民、马夫、尘肺病,,最可怕的是 这一切对于他们来说司空见惯 卖命挣钱失业得病死去 仿佛人生就该这么过 剩下那么一点能意识到的 也就在打诨中一笑而过了 中国式闹腾的白事更是如此 每一声唢呐都吹碎人心
babulliu,把噗,https://www.douban.com/people/babulliu/,矿民、马夫、尘肺病,推荐,太苦了。人活在世，为何要遭受这么多苦难？
179678478,江湖骗子🤴,https://www.douban.com/people/179678478/,矿民、马夫、尘肺病,推荐,老赵穿了一身绿色，和周围的树融到一起，扶着土墙止不住的咳嗽，眼里尽是无助。赵品凤的病是不会好的，那他脚下的土地呢，会吗？
juwujian,居无间,https://www.douban.com/people/juwujian/,矿民、马夫、尘肺病,推荐,题材选得好，摄影机与矿工们之间的距离把握得也很合适，捕捉到了底层人的生活状态。或许，更准确的说法是，镜头记录下的不是“生活”这回事，而是“活着”这回事。在生死场上讨活路，每处都是关隘，每步都是过关。所以，结构也是“天然”的。从一组人，到追踪一个人的劫后余生。时间为纪录片增添了厚度和力量。影片最让人动容的，是尘肺病患者达观的态度，“活一天赚一天”，听来只觉悲凉。向摄影师要寿相，是生活赠予的神来之笔。
58930883,峰峰峰峰,https://www.douban.com/people/58930883/,矿民、马夫、尘肺病,,"挖矿石的人，温饱险中求，胸中有块垒，搭了半条命；
黑暗中生存，黑暗中死去，这样的故事，网盘里流转"
91515979,吕X,https://www.douban.com/people/91515979/,矿民、马夫、尘肺病,力荐,《矿民、马夫、尘肺病》是蒋能杰导演从2010年开始拍摄的一部关于尘肺病的纪录片，摄制周期近十年。十年间，从矿山结冻到各寻出路，从离开到重返，从帐篷里哼唱《涛声依旧》的短暂愉悦到葬礼上弱智妻子不舍的恸哭，他在劳作者旁边呆过，也在临终者旁边坐过。在影片中，有异域他乡的条条道路，有各式各样不期而遇的相逢，有难以言说的孩提时光，还有尘肺病人关于痛苦的回忆，关于闭门不出、面色苍白、难以呼吸，以及长相厮守之后的分离。如导演所说，他希望的是社会能开始重视尘肺病职业预防，希望能提高尘肺病治疗报销比例，希望以后不要再有这么多家庭因病致贫。纪录片很短，但是生命中有诸多苦难，只有当它们转化成我们体内的血液，转化成眼神和姿态，难以名状，而又跟我们自身融合再也难分彼此，或许只有到了这个时候，我们才有勇气去改变世界。
